"","year","perc_expl","perc_non_expl","X","Region","Country","Rate","Count","type"
"874",2016,0.31,0.69,874,"Africa","Eswatini",NA,NA,"Assault"
"875",2016,0.31,0.69,875,"Africa","Lesotho",NA,NA,"Assault"
"876",2016,0.31,0.69,876,"Africa","South Africa",303.54,170616,"Assault"
"877",2016,0.31,0.69,877,"Africa","Benin",NA,NA,"Assault"
"878",2016,0.31,0.69,878,"Africa","Cabo Verde",NA,NA,"Assault"
"879",2016,0.31,0.69,879,"Africa","Cote d'Ivoire",NA,NA,"Assault"
"880",2016,0.31,0.69,880,"Africa","Guinea",NA,NA,"Assault"
"881",2016,0.31,0.69,881,"Africa","Guinea-Bissau",112.23,2000,"Assault"
"882",2016,0.31,0.69,882,"Africa","Nigeria",NA,NA,"Assault"
"883",2016,0.31,0.69,883,"Africa","Senegal",NA,NA,"Assault"
"884",2016,0.31,0.69,884,"Africa","Sierra Leone",NA,NA,"Assault"
"885",2016,0.31,0.69,885,"Americas","Bahamas",1131.22,4276,"Assault"
"886",2016,0.31,0.69,886,"Americas","Barbados",545.1,1559,"Assault"
"887",2016,0.31,0.69,887,"Americas","Dominica",156.34,111,"Assault"
"888",2016,0.31,0.69,888,"Americas","Dominican Republic",30.22,3142,"Assault"
"889",2016,0.31,0.69,889,"Americas","Grenada",397.27,437,"Assault"
"890",2016,0.31,0.69,890,"Americas","Jamaica",77.84,2262,"Assault"
"891",2016,0.31,0.69,891,"Americas","Puerto Rico",109.47,3594,"Assault"
"892",2016,0.31,0.69,892,"Americas","St. Kitts and Nevis",NA,NA,"Assault"
"893",2016,0.31,0.69,893,"Americas","St. Vincent and the Grenadines",753.21,821,"Assault"
"894",2016,0.31,0.69,894,"Americas","Trinidad and Tobago",NA,NA,"Assault"
"895",2016,0.31,0.69,895,"Americas","Belize",NA,NA,"Assault"
"896",2016,0.31,0.69,896,"Americas","Costa Rica",153.68,7529,"Assault"
"897",2016,0.31,0.69,897,"Americas","El Salvador",39.43,2506,"Assault"
"898",2016,0.31,0.69,898,"Americas","Guatemala",11.15,1849,"Assault"
"899",2016,0.31,0.69,899,"Americas","Honduras",14.53,1347,"Assault"
"900",2016,0.31,0.69,900,"Americas","Mexico",51.61,63654,"Assault"
"901",2016,0.31,0.69,901,"Americas","Nicaragua",NA,NA,"Assault"
"902",2016,0.31,0.69,902,"Americas","Panama",62.2,2511,"Assault"
"903",2016,0.31,0.69,903,"Americas","Bermuda",73.02,46,"Assault"
"904",2016,0.31,0.69,904,"Americas","Canada",146.8,53411,"Assault"
"905",2016,0.31,0.69,905,"Americas","United States of America",248.59,803000,"Assault"
"906",2016,0.31,0.69,906,"Americas","Argentina",328.64,142986,"Assault"
"907",2016,0.31,0.69,907,"Americas","Bolivia (Plurinational State of)",73.5,8108,"Assault"
"908",2016,0.31,0.69,908,"Americas","Brazil",291.48,600920,"Assault"
"909",2016,0.31,0.69,909,"Americas","Chile",65.94,12007,"Assault"
"910",2016,0.31,0.69,910,"Americas","Colombia",372.82,179607,"Assault"
"911",2016,0.31,0.69,911,"Americas","Ecuador",44.34,7312,"Assault"
"912",2016,0.31,0.69,912,"Americas","Guyana",149.68,1154,"Assault"
"913",2016,0.31,0.69,913,"Americas","Paraguay",9.8,664,"Assault"
"914",2016,0.31,0.69,914,"Americas","Peru",73.47,22720,"Assault"
"915",2016,0.31,0.69,915,"Americas","Suriname",70.09,396,"Assault"
"916",2016,0.31,0.69,916,"Americas","Uruguay",16.62,569,"Assault"
"917",2016,0.31,0.69,917,"Asia","Kazakhstan",NA,NA,"Assault"
"918",2016,0.31,0.69,918,"Asia","Kyrgyzstan",4.66,283,"Assault"
"919",2016,0.31,0.69,919,"Asia","Tajikistan",NA,NA,"Assault"
"920",2016,0.31,0.69,920,"Asia","Turkmenistan",NA,NA,"Assault"
"921",2016,0.31,0.69,921,"Asia","Uzbekistan",4.79,1505,"Assault"
"922",2016,0.31,0.69,922,"Asia","Hong Kong Special Administrative Region of China",NA,NA,"Assault"
"923",2016,0.31,0.69,923,"Asia","Japan",19.07,24365,"Assault"
"924",2016,0.31,0.69,924,"Asia","Macao Special Administrative Region of China",279.45,1713,"Assault"
"925",2016,0.31,0.69,925,"Asia","Mongolia",61.91,1892,"Assault"
"926",2016,0.31,0.69,926,"Asia","Republic of Korea",98.13,50028,"Assault"
"927",2016,0.31,0.69,927,"Asia","Brunei Darussalam",NA,NA,"Assault"
"928",2016,0.31,0.69,928,"Asia","Indonesia",5.53,14468,"Assault"
"929",2016,0.31,0.69,929,"Asia","Malaysia",NA,NA,"Assault"
"930",2016,0.31,0.69,930,"Asia","Myanmar",8.71,4619,"Assault"
"931",2016,0.31,0.69,931,"Asia","Singapore",8.7,492,"Assault"
"932",2016,0.31,0.69,932,"Asia","Thailand",NA,NA,"Assault"
"933",2016,0.31,0.69,933,"Asia","Bangladesh",NA,NA,"Assault"
"934",2016,0.31,0.69,934,"Asia","Bhutan",54.27,400,"Assault"
"935",2016,0.31,0.69,935,"Asia","India",NA,NA,"Assault"
"936",2016,0.31,0.69,936,"Asia","Maldives",NA,NA,"Assault"
"937",2016,0.31,0.69,937,"Asia","Nepal",0.24,66,"Assault"
"938",2016,0.31,0.69,938,"Asia","Pakistan",14.58,29694,"Assault"
"939",2016,0.31,0.69,939,"Asia","Sri Lanka",16.95,3563,"Assault"
"940",2016,0.31,0.69,940,"Asia","Armenia",6.34,186,"Assault"
"941",2016,0.31,0.69,941,"Asia","Azerbaijan",3.42,333,"Assault"
"942",2016,0.31,0.69,942,"Asia","Bahrain",NA,NA,"Assault"
"943",2016,0.31,0.69,943,"Asia","Cyprus",12.39,145,"Assault"
"944",2016,0.31,0.69,944,"Asia","Georgia",NA,NA,"Assault"
"945",2016,0.31,0.69,945,"Asia","Israel",NA,NA,"Assault"
"946",2016,0.31,0.69,946,"Asia","Jordan",NA,NA,"Assault"
"947",2016,0.31,0.69,947,"Asia","Kuwait",NA,NA,"Assault"
"948",2016,0.31,0.69,948,"Asia","Lebanon",111.57,7491,"Assault"
"949",2016,0.31,0.69,949,"Asia","Oman",0.92,41,"Assault"
"950",2016,0.31,0.69,950,"Asia","Qatar",NA,NA,"Assault"
"951",2016,0.31,0.69,951,"Asia","Saudi Arabia",NA,NA,"Assault"
"952",2016,0.31,0.69,952,"Asia","State of Palestine",NA,NA,"Assault"
"953",2016,0.31,0.69,953,"Asia","Syrian Arab Republic",NA,NA,"Assault"
"954",2016,0.31,0.69,954,"Asia","Turkey",87.56,69896,"Assault"
"955",2016,0.31,0.69,955,"Asia","United Arab Emirates",3.72,348,"Assault"
"956",2016,0.31,0.69,956,"Asia","Yemen",NA,NA,"Assault"
"957",2016,0.31,0.69,957,"Europe","Belarus",NA,NA,"Assault"
"958",2016,0.31,0.69,958,"Europe","Bulgaria",34.54,2470,"Assault"
"959",2016,0.31,0.69,959,"Europe","Czech Republic",47.56,5050,"Assault"
"960",2016,0.31,0.69,960,"Europe","Hungary",NA,NA,"Assault"
"961",2016,0.31,0.69,961,"Europe","Poland",20.06,7621,"Assault"
"962",2016,0.31,0.69,962,"Europe","Republic of Moldova",NA,NA,"Assault"
"963",2016,0.31,0.69,963,"Europe","Romania",1.54,304,"Assault"
"964",2016,0.31,0.69,964,"Europe","Russian Federation",17.31,25153,"Assault"
"965",2016,0.31,0.69,965,"Europe","Slovakia",30.6,1665,"Assault"
"966",2016,0.31,0.69,966,"Europe","Ukraine",NA,NA,"Assault"
"967",2016,0.31,0.69,967,"Europe","Denmark",30.34,1733,"Assault"
"968",2016,0.31,0.69,968,"Europe","Estonia",NA,NA,"Assault"
"969",2016,0.31,0.69,969,"Europe","Finland",28.96,1592,"Assault"
"970",2016,0.31,0.69,970,"Europe","Iceland",22.29,74,"Assault"
"971",2016,0.31,0.69,971,"Europe","Ireland",76.53,3594,"Assault"
"972",2016,0.31,0.69,972,"Europe","Latvia",33.28,657,"Assault"
"973",2016,0.31,0.69,973,"Europe","Lithuania",7.47,216,"Assault"
"974",2016,0.31,0.69,974,"Europe","Norway",41.88,2199,"Assault"
"975",2016,0.31,0.69,975,"Europe","Sweden",50.42,4959,"Assault"
"976",2016,0.31,0.69,976,"Europe","Albania",4.09,118,"Assault"
"977",2016,0.31,0.69,977,"Europe","Andorra",NA,NA,"Assault"
"978",2016,0.31,0.69,978,"Europe","Bosnia and Herzegovina",29.8,1009,"Assault"
"979",2016,0.31,0.69,979,"Europe","Croatia",18.77,790,"Assault"
"980",2016,0.31,0.69,980,"Europe","Greece",14.27,1515,"Assault"
"981",2016,0.31,0.69,981,"Europe","Holy See",NA,NA,"Assault"
"982",2016,0.31,0.69,982,"Europe","Italy",105.53,64015,"Assault"
"983",2016,0.31,0.69,983,"Europe","Malta",NA,NA,"Assault"
"984",2016,0.31,0.69,984,"Europe","Montenegro",20.41,128,"Assault"
"985",2016,0.31,0.69,985,"Europe","North Macedonia",8.31,173,"Assault"
"986",2016,0.31,0.69,986,"Europe","Portugal",5.05,521,"Assault"
"987",2016,0.31,0.69,987,"Europe","Serbia",15.12,1339,"Assault"
"988",2016,0.31,0.69,988,"Europe","Slovenia",71.89,1491,"Assault"
"989",2016,0.31,0.69,989,"Europe","Spain",37.16,17331,"Assault"
"990",2016,0.31,0.69,990,"Europe","Austria",37.64,3292,"Assault"
"991",2016,0.31,0.69,991,"Europe","Belgium",614.44,69763,"Assault"
"992",2016,0.31,0.69,992,"Europe","France",375.63,242910,"Assault"
"993",2016,0.31,0.69,993,"Europe","Germany",170.37,140033,"Assault"
"994",2016,0.31,0.69,994,"Europe","Liechtenstein",186.84,71,"Assault"
"995",2016,0.31,0.69,995,"Europe","Luxembourg",98.27,569,"Assault"
"996",2016,0.31,0.69,996,"Europe","Monaco",NA,NA,"Assault"
"997",2016,0.31,0.69,997,"Europe","Netherlands",29.56,5020,"Assault"
"998",2016,0.31,0.69,998,"Europe","Switzerland",6.84,573,"Assault"
"999",2016,0.31,0.69,999,"Oceania","Australia",292.57,70986,"Assault"
"1000",2016,0.31,0.69,1000,"Oceania","New Zealand",509.94,23758,"Assault"
"1001",2016,0.31,0.69,1001,"Oceania","Solomon Islands",NA,NA,"Assault"
"1002",2017,0.34,0.66,1002,"Africa","Burundi",NA,NA,"Assault"
"1003",2017,0.34,0.66,1003,"Africa","Kenya",31.8,15968,"Assault"
"1004",2017,0.34,0.66,1004,"Africa","Madagascar",NA,NA,"Assault"
"1005",2017,0.34,0.66,1005,"Africa","Mauritius",NA,NA,"Assault"
"1006",2017,0.34,0.66,1006,"Africa","Mozambique",NA,NA,"Assault"
"1007",2017,0.34,0.66,1007,"Africa","Rwanda",NA,NA,"Assault"
"1008",2017,0.34,0.66,1008,"Africa","Uganda",13.92,5732,"Assault"
"1009",2017,0.34,0.66,1009,"Africa","United Republic of Tanzania",NA,NA,"Assault"
"1010",2017,0.34,0.66,1010,"Africa","Zimbabwe",NA,NA,"Assault"
"1011",2017,0.34,0.66,1011,"Africa","Cameroon",18.15,4458,"Assault"
"1012",2017,0.34,0.66,1012,"Africa","Sao Tome and Principe",NA,NA,"Assault"
"1013",2017,0.34,0.66,1013,"Africa","Algeria",NA,NA,"Assault"
"1014",2017,0.34,0.66,1014,"Africa","Egypt",NA,NA,"Assault"
"1015",2017,0.34,0.66,1015,"Africa","Morocco",331.31,117883,"Assault"
"1016",2017,0.34,0.66,1016,"Africa","Botswana",NA,NA,"Assault"
"1017",2017,0.34,0.66,1017,"Africa","Eswatini",NA,NA,"Assault"
"1018",2017,0.34,0.66,1018,"Africa","Lesotho",NA,NA,"Assault"
"1019",2017,0.34,0.66,1019,"Africa","South Africa",293.55,167352,"Assault"
"1020",2017,0.34,0.66,1020,"Africa","Benin",47.74,5335,"Assault"
"1021",2017,0.34,0.66,1021,"Africa","Cabo Verde",NA,NA,"Assault"
"1022",2017,0.34,0.66,1022,"Africa","Cote d'Ivoire",NA,NA,"Assault"
"1023",2017,0.34,0.66,1023,"Africa","Guinea",NA,NA,"Assault"
"1024",2017,0.34,0.66,1024,"Africa","Guinea-Bissau",NA,NA,"Assault"
"1025",2017,0.34,0.66,1025,"Africa","Nigeria",NA,NA,"Assault"
"1026",2017,0.34,0.66,1026,"Africa","Senegal",NA,NA,"Assault"
"1027",2017,0.34,0.66,1027,"Africa","Sierra Leone",NA,NA,"Assault"
"1028",2017,0.34,0.66,1028,"Americas","Bahamas",1008.9,3854,"Assault"
"1029",2017,0.34,0.66,1029,"Americas","Barbados",502.45,1437,"Assault"
"1030",2017,0.34,0.66,1030,"Americas","Dominica",88.73,63,"Assault"
"1031",2017,0.34,0.66,1031,"Americas","Dominican Republic",NA,NA,"Assault"
"1032",2017,0.34,0.66,1032,"Americas","Grenada",337.84,375,"Assault"
"1033",2017,0.34,0.66,1033,"Americas","Jamaica",98.73,2884,"Assault"
"1034",2017,0.34,0.66,1034,"Americas","Puerto Rico",100.35,3175,"Assault"
"1035",2017,0.34,0.66,1035,"Americas","St. Kitts and Nevis",NA,NA,"Assault"
"1036",2017,0.34,0.66,1036,"Americas","St. Vincent and the Grenadines",NA,NA,"Assault"
"1037",2017,0.34,0.66,1037,"Americas","Trinidad and Tobago",NA,NA,"Assault"
"1038",2017,0.34,0.66,1038,"Americas","Belize",NA,NA,"Assault"
"1039",2017,0.34,0.66,1039,"Americas","Costa Rica",155.45,7695,"Assault"
"1040",2017,0.34,0.66,1040,"Americas","El Salvador",58.63,3745,"Assault"
"1041",2017,0.34,0.66,1041,"Americas","Guatemala",NA,NA,"Assault"
"1042",2017,0.34,0.66,1042,"Americas","Honduras",21.77,2053,"Assault"
"1043",2017,0.34,0.66,1043,"Americas","Mexico",43.97,54866,"Assault"
"1044",2017,0.34,0.66,1044,"Americas","Nicaragua",NA,NA,"Assault"
"1045",2017,0.34,0.66,1045,"Americas","Panama",81.4,3343,"Assault"
"1046",2017,0.34,0.66,1046,"Americas","Bermuda",58.73,37,"Assault"
"1047",2017,0.34,0.66,1047,"Americas","Canada",150.81,55394,"Assault"
"1048",2017,0.34,0.66,1048,"Americas","United States of America",249.41,810800,"Assault"
"1049",2017,0.34,0.66,1049,"Americas","Argentina",323.46,142120,"Assault"
"1050",2017,0.34,0.66,1050,"Americas","Bolivia (Plurinational State of)",NA,NA,"Assault"
"1051",2017,0.34,0.66,1051,"Americas","Brazil",284.79,591881,"Assault"
"1052",2017,0.34,0.66,1052,"Americas","Chile",59.39,10969,"Assault"
"1053",2017,0.34,0.66,1053,"Americas","Colombia",250.55,122545,"Assault"
"1054",2017,0.34,0.66,1054,"Americas","Ecuador",38.86,6522,"Assault"
"1055",2017,0.34,0.66,1055,"Americas","Guyana",271.23,2102,"Assault"
"1056",2017,0.34,0.66,1056,"Americas","Paraguay",3.12,214,"Assault"
"1057",2017,0.34,0.66,1057,"Americas","Peru",82.78,26028,"Assault"
"1058",2017,0.34,0.66,1058,"Americas","Suriname",63.16,360,"Assault"
"1059",2017,0.34,0.66,1059,"Americas","Uruguay",12.48,429,"Assault"
"1060",2017,0.34,0.66,1060,"Asia","Kazakhstan",11.34,2050,"Assault"
"1061",2017,0.34,0.66,1061,"Asia","Kyrgyzstan",NA,NA,"Assault"
"1062",2017,0.34,0.66,1062,"Asia","Tajikistan",NA,NA,"Assault"
"1063",2017,0.34,0.66,1063,"Asia","Turkmenistan",NA,NA,"Assault"
"1064",2017,0.34,0.66,1064,"Asia","Uzbekistan",4.37,1397,"Assault"
"1065",2017,0.34,0.66,1065,"Asia","Hong Kong Special Administrative Region of China",NA,NA,"Assault"
"1066",2017,0.34,0.66,1066,"Asia","Japan",NA,NA,"Assault"
"1067",2017,0.34,0.66,1067,"Asia","Macao Special Administrative Region of China",279.78,1743,"Assault"
"1068",2017,0.34,0.66,1068,"Asia","Mongolia",12.78,398,"Assault"
"1069",2017,0.34,0.66,1069,"Asia","Republic of Korea",87.31,44611,"Assault"
"1070",2017,0.34,0.66,1070,"Asia","Brunei Darussalam",NA,NA,"Assault"
"1071",2017,0.34,0.66,1071,"Asia","Indonesia",4.69,12405,"Assault"
"1072",2017,0.34,0.66,1072,"Asia","Malaysia",NA,NA,"Assault"
"1073",2017,0.34,0.66,1073,"Asia","Myanmar",NA,NA,"Assault"
"1074",2017,0.34,0.66,1074,"Asia","Singapore",7.36,420,"Assault"
"1075",2017,0.34,0.66,1075,"Asia","Thailand",NA,NA,"Assault"
"1076",2017,0.34,0.66,1076,"Asia","Bangladesh",NA,NA,"Assault"
"1077",2017,0.34,0.66,1077,"Asia","Bhutan",131.37,980,"Assault"
"1078",2017,0.34,0.66,1078,"Asia","India",NA,NA,"Assault"
"1079",2017,0.34,0.66,1079,"Asia","Maldives",NA,NA,"Assault"
"1080",2017,0.34,0.66,1080,"Asia","Nepal",NA,NA,"Assault"
"1081",2017,0.34,0.66,1081,"Asia","Pakistan",13.13,27306,"Assault"
"1082",2017,0.34,0.66,1082,"Asia","Sri Lanka",NA,NA,"Assault"
"1083",2017,0.34,0.66,1083,"Asia","Armenia",6.15,181,"Assault"
"1084",2017,0.34,0.66,1084,"Asia","Azerbaijan",3.75,369,"Assault"
"1085",2017,0.34,0.66,1085,"Asia","Bahrain",NA,NA,"Assault"
"1086",2017,0.34,0.66,1086,"Asia","Cyprus",12.2,144,"Assault"
"1087",2017,0.34,0.66,1087,"Asia","Georgia",NA,NA,"Assault"
"1088",2017,0.34,0.66,1088,"Asia","Israel",NA,NA,"Assault"
"1089",2017,0.34,0.66,1089,"Asia","Jordan",NA,NA,"Assault"
"1090",2017,0.34,0.66,1090,"Asia","Kuwait",NA,NA,"Assault"
"1091",2017,0.34,0.66,1091,"Asia","Lebanon",NA,NA,"Assault"
"1092",2017,0.34,0.66,1092,"Asia","Oman",1.37,64,"Assault"
"1093",2017,0.34,0.66,1093,"Asia","Qatar",NA,NA,"Assault"
"1094",2017,0.34,0.66,1094,"Asia","Saudi Arabia",5.57,1845,"Assault"
"1095",2017,0.34,0.66,1095,"Asia","State of Palestine",NA,NA,"Assault"
"1096",2017,0.34,0.66,1096,"Asia","Syrian Arab Republic",NA,NA,"Assault"
"1097",2017,0.34,0.66,1097,"Asia","Turkey",NA,NA,"Assault"
"1098",2017,0.34,0.66,1098,"Asia","United Arab Emirates",2.35,223,"Assault"
"1099",2017,0.34,0.66,1099,"Asia","Yemen",NA,NA,"Assault"
"1100",2017,0.34,0.66,1100,"Europe","Belarus",NA,NA,"Assault"
"1101",2017,0.34,0.66,1101,"Europe","Bulgaria",39.58,2811,"Assault"
"1102",2017,0.34,0.66,1102,"Europe","Czech Republic",44.8,4767,"Assault"
"1103",2017,0.34,0.66,1103,"Europe","Hungary",NA,NA,"Assault"
"1104",2017,0.34,0.66,1104,"Europe","Poland",19.24,7304,"Assault"
"1105",2017,0.34,0.66,1105,"Europe","Republic of Moldova",NA,NA,"Assault"
"1106",2017,0.34,0.66,1106,"Europe","Romania",1.38,272,"Assault"
"1107",2017,0.34,0.66,1107,"Europe","Russian Federation",15.96,23223,"Assault"
"1108",2017,0.34,0.66,1108,"Europe","Slovakia",30.14,1642,"Assault"
"1109",2017,0.34,0.66,1109,"Europe","Ukraine",3.63,1615,"Assault"
"1110",2017,0.34,0.66,1110,"Europe","Denmark",33.22,1904,"Assault"
"1111",2017,0.34,0.66,1111,"Europe","Estonia",5.76,76,"Assault"
"1112",2017,0.34,0.66,1112,"Europe","Finland",28.69,1581,"Assault"
"1113",2017,0.34,0.66,1113,"Europe","Iceland",30.84,103,"Assault"
"1114",2017,0.34,0.66,1114,"Europe","Ireland",85.15,4047,"Assault"
"1115",2017,0.34,0.66,1115,"Europe","Latvia",33.68,657,"Assault"
"1116",2017,0.34,0.66,1116,"Europe","Lithuania",6.26,178,"Assault"
"1117",2017,0.34,0.66,1117,"Europe","Norway",39.88,2112,"Assault"
"1118",2017,0.34,0.66,1118,"Europe","Sweden",47.3,4685,"Assault"
"1119",2017,0.34,0.66,1119,"Europe","Albania",4.33,125,"Assault"
"1120",2017,0.34,0.66,1120,"Europe","Andorra",NA,NA,"Assault"
"1121",2017,0.34,0.66,1121,"Europe","Bosnia and Herzegovina",22.43,752,"Assault"
"1122",2017,0.34,0.66,1122,"Europe","Croatia",19.08,798,"Assault"
"1123",2017,0.34,0.66,1123,"Europe","Greece",14.29,1510,"Assault"
"1124",2017,0.34,0.66,1124,"Europe","Holy See",NA,NA,"Assault"
"1125",2017,0.34,0.66,1125,"Europe","Italy",108.41,65775,"Assault"
"1126",2017,0.34,0.66,1126,"Europe","Malta",NA,NA,"Assault"
"1127",2017,0.34,0.66,1127,"Europe","Montenegro",23.41,147,"Assault"
"1128",2017,0.34,0.66,1128,"Europe","North Macedonia",7.11,148,"Assault"
"1129",2017,0.34,0.66,1129,"Europe","Portugal",5.68,584,"Assault"
"1130",2017,0.34,0.66,1130,"Europe","Serbia",14.54,1284,"Assault"
"1131",2017,0.34,0.66,1131,"Europe","Slovenia",67.34,1398,"Assault"
"1132",2017,0.34,0.66,1132,"Europe","Spain",38.78,18089,"Assault"
"1133",2017,0.34,0.66,1133,"Europe","Austria",NA,NA,"Assault"
"1134",2017,0.34,0.66,1134,"Europe","Belgium",607.38,69363,"Assault"
"1135",2017,0.34,0.66,1135,"Europe","France",NA,NA,"Assault"
"1136",2017,0.34,0.66,1136,"Europe","Germany",165.81,137058,"Assault"
"1137",2017,0.34,0.66,1137,"Europe","Liechtenstein",NA,NA,"Assault"
"1138",2017,0.34,0.66,1138,"Europe","Luxembourg",98.82,585,"Assault"
"1139",2017,0.34,0.66,1139,"Europe","Monaco",NA,NA,"Assault"
"1140",2017,0.34,0.66,1140,"Europe","Netherlands",28.14,4789,"Assault"
"1141",2017,0.34,0.66,1141,"Europe","Switzerland",6.93,586,"Assault"
"1142",2017,0.34,0.66,1142,"Oceania","Australia",296.78,72964,"Assault"
"1143",2017,0.34,0.66,1143,"Oceania","New Zealand",521.63,24527,"Assault"
"1144",2017,0.34,0.66,1144,"Oceania","Solomon Islands",NA,NA,"Assault"
"1145",2010,0.14,0.86,1,"Africa","Burundi",35.028,3039,"Robbery"
"1146",2010,0.14,0.86,2,"Africa","Kenya",6.764,2843,"Robbery"
"1147",2010,0.14,0.86,3,"Africa","Madagascar",14.802,3131,"Robbery"
"1148",2010,0.14,0.86,4,"Africa","Mauritius",86.939,1085,"Robbery"
"1149",2010,0.14,0.86,5,"Africa","Rwanda",20.64,2072,"Robbery"
"1150",2010,0.14,0.86,6,"Africa","Uganda",18.58,6025,"Robbery"
"1151",2010,0.14,0.86,7,"Africa","United Republic of Tanzania",26.868,11915,"Robbery"
"1152",2010,0.14,0.86,8,"Africa","Cameroon",80.719,16419,"Robbery"
"1153",2010,0.14,0.86,9,"Africa","Sao Tome and Principe",0.556,1,"Robbery"
"1154",2010,0.14,0.86,10,"Africa","Algeria",51.394,18490,"Robbery"
"1155",2010,0.14,0.86,11,"Africa","Egypt",0.839,694,"Robbery"
"1156",2010,0.14,0.86,12,"Africa","Morocco",NA,NA,"Robbery"
"1157",2010,0.14,0.86,13,"Africa","Botswana",120.936,2403,"Robbery"
"1158",2010,0.14,0.86,14,"Africa","South Africa",NA,NA,"Robbery"
"1159",2010,0.14,0.86,15,"Africa","Benin",NA,NA,"Robbery"
"1160",2010,0.14,0.86,16,"Africa","Cabo Verde",623.529,3074,"Robbery"
"1161",2010,0.14,0.86,17,"Africa","Guinea-Bissau",NA,NA,"Robbery"
"1162",2010,0.14,0.86,18,"Africa","Nigeria",1.413,2240,"Robbery"
"1163",2010,0.14,0.86,19,"Africa","Senegal",19.743,2503,"Robbery"
"1164",2010,0.14,0.86,20,"Americas","Bahamas",94.648,336,"Robbery"
"1165",2010,0.14,0.86,21,"Americas","Barbados",172.695,487,"Robbery"
"1166",2010,0.14,0.86,22,"Americas","Dominica",NA,NA,"Robbery"
"1167",2010,0.14,0.86,23,"Americas","Dominican Republic",NA,NA,"Robbery"
"1168",2010,0.14,0.86,24,"Americas","Grenada",24.528,26,"Robbery"
"1169",2010,0.14,0.86,25,"Americas","Jamaica",101.601,2855,"Robbery"
"1170",2010,0.14,0.86,26,"Americas","Puerto Rico",182.011,6516,"Robbery"
"1171",2010,0.14,0.86,27,"Americas","St. Kitts and Nevis",177.551,87,"Robbery"
"1172",2010,0.14,0.86,28,"Americas","St. Vincent and the Grenadines",108.333,117,"Robbery"
"1173",2010,0.14,0.86,29,"Americas","Trinidad and Tobago",385.768,5123,"Robbery"
"1174",2010,0.14,0.86,30,"Americas","Belize",148.137,477,"Robbery"
"1175",2010,0.14,0.86,31,"Americas","Costa Rica",943.522,43185,"Robbery"
"1176",2010,0.14,0.86,32,"Americas","El Salvador",87.613,5418,"Robbery"
"1177",2010,0.14,0.86,33,"Americas","Guatemala",22.119,3236,"Robbery"
"1178",2010,0.14,0.86,34,"Americas","Honduras",NA,NA,"Robbery"
"1179",2010,0.14,0.86,35,"Americas","Mexico",646.962,738138,"Robbery"
"1180",2010,0.14,0.86,36,"Americas","Nicaragua",488.135,28429,"Robbery"
"1181",2010,0.14,0.86,37,"Americas","Panama",260.939,9506,"Robbery"
"1182",2010,0.14,0.86,38,"Americas","Bermuda",152.308,99,"Robbery"
"1183",2010,0.14,0.86,39,"Americas","Canada",89.253,30478,"Robbery"
"1184",2010,0.14,0.86,40,"Americas","United States of America",119.442,369089,"Robbery"
"1185",2010,0.14,0.86,41,"Americas","Argentina",NA,NA,"Robbery"
"1186",2010,0.14,0.86,42,"Americas","Bolivia (Plurinational State of)",124.092,12470,"Robbery"
"1187",2010,0.14,0.86,43,"Americas","Brazil",552.358,1081041,"Robbery"
"1188",2010,0.14,0.86,44,"Americas","Chile",478.62,81667,"Robbery"
"1189",2010,0.14,0.86,45,"Americas","Colombia",135.858,61439,"Robbery"
"1190",2010,0.14,0.86,46,"Americas","Ecuador",360.449,54107,"Robbery"
"1191",2010,0.14,0.86,47,"Americas","Guyana",146.195,1095,"Robbery"
"1192",2010,0.14,0.86,48,"Americas","Paraguay",218.95,13680,"Robbery"
"1193",2010,0.14,0.86,49,"Americas","Peru",195.721,56814,"Robbery"
"1194",2010,0.14,0.86,50,"Americas","Uruguay",411.7,13829,"Robbery"
"1195",2010,0.14,0.86,51,"Asia","Kazakhstan",66.047,10734,"Robbery"
"1196",2010,0.14,0.86,52,"Asia","Kyrgyzstan",51.605,2798,"Robbery"
"1197",2010,0.14,0.86,53,"Asia","Tajikistan",3.255,245,"Robbery"
"1198",2010,0.14,0.86,54,"Asia","Uzbekistan",NA,NA,"Robbery"
"1199",2010,0.14,0.86,55,"Asia","Hong Kong Special Administrative Region of China",11.169,778,"Robbery"
"1200",2010,0.14,0.86,56,"Asia","Japan",3.152,4052,"Robbery"
"1201",2010,0.14,0.86,57,"Asia","Macao Special Administrative Region of China",33.086,178,"Robbery"
"1202",2010,0.14,0.86,58,"Asia","Mongolia",19.118,520,"Robbery"
"1203",2010,0.14,0.86,59,"Asia","Republic of Korea",8.899,4409,"Robbery"
"1204",2010,0.14,0.86,60,"Asia","Indonesia",4.098,9910,"Robbery"
"1205",2010,0.14,0.86,61,"Asia","Myanmar",0.026,13,"Robbery"
"1206",2010,0.14,0.86,62,"Asia","Philippines",38.44,36121,"Robbery"
"1207",2010,0.14,0.86,63,"Asia","Singapore",10.095,518,"Robbery"
"1208",2010,0.14,0.86,64,"Asia","Thailand",2.747,1846,"Robbery"
"1209",2010,0.14,0.86,65,"Asia","Timor-Leste",NA,NA,"Robbery"
"1210",2010,0.14,0.86,66,"Asia","Bhutan",6.851,47,"Robbery"
"1211",2010,0.14,0.86,67,"Asia","India",1.895,23393,"Robbery"
"1212",2010,0.14,0.86,68,"Asia","Maldives",149.454,547,"Robbery"
"1213",2010,0.14,0.86,69,"Asia","Nepal",NA,NA,"Robbery"
